No,Code,Diali,GDCD,Hoahoc,KHTN,KHXH,LichSu,Ngoaingu,Nguvan,Sinhhoc,Toan,Vatli,city
340998,01068466,6.25,8.0,,,6.42,5.0,2.0,6.0,,5.8,,1.0
340999,01068467,,,6.75,6.67,,,4.2,6.75,4.75,8.6,8.5,1.0
341000,01068468,6.25,8.5,,,6.0,3.25,2.2,6.25,,6.6,,1.0
341001,01068469,,,4.25,5.5,,,4.2,6.25,5.0,7.2,7.25,1.0
341002,01068470,,,7.25,6.33,,,3.0,5.5,4.75,8.4,7.0,1.0
341003,01068471,5.0,7.25,,,5.5,4.25,1.8,7.75,,3.4,,1.0
341004,01068472,,,4.5,4.92,,,4.8,7.5,4.0,8.0,6.25,1.0
341005,01068473,6.0,9.0,,,6.58,4.75,3.0,7.5,,4.4,,1.0
341006,01068474,6.75,7.5,,,6.17,4.25,2.8,6.75,,5.8,,1.0
341007,01068475,6.75,8.75,,,6.92,5.25,2.2,7.5,,5.6,,1.0
341008,01068476,6.5,9.25,,,6.5,3.75,4.2,6.75,,6.4,,1.0
341009,01068477,,,8.75,6.92,,,4.2,7.25,4.75,9.0,7.25,1.0
341010,01068478,5.5,7.5,,,5.5,3.5,2.4,5.5,,7.2,,1.0
341011,01068479,,,8.75,7.0,,,3.0,7.5,7.5,9.2,4.75,1.0
341012,01068480,,,3.0,5.08,,,4.0,7.0,6.25,7.8,6.0,1.0
341013,01068481,,,7.0,6.33,,,5.0,6.75,4.25,9.0,7.75,1.0
341014,01068482,,,7.75,7.0,,,5.4,7.0,5.75,8.4,7.5,1.0
341015,01068483,7.25,8.5,,,6.42,3.5,3.8,6.75,,8.0,,1.0
341016,01068484,7.75,10.0,,,8.5,7.75,3.0,7.25,,7.8,,1.0
341017,01068485,,,7.75,6.58,,,3.4,7.75,5.0,8.8,7.0,1.0
341018,01068486,6.25,8.25,,,6.67,5.5,3.6,4.25,,3.8,,1.0
341019,01068487,7.75,9.25,,,8.5,8.5,9.2,8.5,,9.0,,1.0
341020,01068488,,,7.25,6.25,,,2.8,8.0,4.25,9.2,7.25,1.0
341021,01068489,5.25,8.0,,,5.42,3.0,4.6,7.0,,6.8,,1.0
341022,01068490,7.5,8.0,,,6.58,4.25,1.8,7.5,,4.2,,1.0
341023,01068491,5.5,5.75,,,4.83,3.25,3.2,7.25,,6.8,,1.0
341024,01068492,7.0,9.25,,,7.0,4.75,3.6,8.0,,7.2,,1.0
341025,01068493,,,8.0,8.08,,,4.8,8.0,7.75,8.2,8.5,1.0
341026,01068494,5.5,7.0,,,5.67,4.5,2.8,3.25,,3.2,,1.0
341027,01068495,8.0,9.0,,,7.67,6.0,2.6,8.25,,4.6,,1.0
341028,01068496,8.75,8.25,,,7.08,4.25,2.2,7.25,,6.6,,1.0
341029,01068497,,,7.5,6.92,,,4.8,7.5,4.75,8.8,8.5,1.0
341030,01068498,7.0,8.25,,,6.42,4.0,3.4,6.25,,5.6,,1.0
341031,01068499,,,8.0,6.17,,,3.0,8.0,4.25,8.0,6.25,1.0
341032,01068500,7.0,8.25,,,7.25,6.5,4.8,7.75,,7.6,,1.0
341033,01068501,6.0,7.5,,,5.75,3.75,4.0,7.25,,7.0,,1.0
341034,01068502,6.75,8.5,,,7.33,6.75,6.8,8.5,,8.2,,1.0
341035,01068503,6.0,5.75,,,5.33,4.25,2.6,6.0,,5.2,,1.0
341036,01068504,6.5,8.75,,,6.83,5.25,2.8,7.0,,7.0,,1.0
341037,01068505,7.75,9.25,,,7.17,4.5,4.0,8.5,,8.4,,1.0
341038,01068506,7.5,8.75,,,7.17,5.25,4.2,7.25,,5.6,,1.0
341039,01068507,7.75,9.5,,,6.75,3.0,3.4,8.0,,7.6,,1.0
341040,01068508,7.0,9.0,,,7.5,6.5,2.4,8.25,,4.6,,1.0
341041,01068509,6.75,8.5,,,6.42,4.0,3.0,6.0,,6.4,,1.0
341042,01068510,,,8.25,7.0,,,3.8,6.0,4.0,9.0,8.75,1.0
341043,01068511,,,7.5,6.75,,,3.4,6.0,7.0,9.2,5.75,1.0
341044,01068512,,,7.75,6.42,,,5.2,8.5,4.25,8.8,7.25,1.0
341045,01068513,7.5,8.75,,,7.92,7.5,3.6,7.0,,6.2,,1.0
341046,01068514,3.5,6.25,,,4.08,2.5,2.2,6.5,,4.2,,1.0
341047,01068515,,,7.5,6.25,,,4.0,6.75,8.5,8.6,2.75,1.0
341048,01068516,,,8.75,6.25,,,6.2,8.0,4.75,8.4,5.25,1.0
341049,01068517,,,7.0,7.0,,,5.4,9.0,6.25,7.8,7.75,1.0
341050,01068518,7.0,8.75,,,6.5,3.75,5.0,7.5,,7.8,,1.0
341051,01068519,,,3.25,3.58,,,3.4,6.0,3.0,5.2,4.5,1.0
341052,01068520,5.0,6.25,,,5.17,4.25,4.4,6.5,,8.6,,1.0
341053,01068521,6.25,8.25,,,7.58,8.25,2.4,4.0,,3.8,,1.0
341054,01068522,,,5.25,5.17,,,2.2,7.5,4.25,8.2,6.0,1.0
341055,01068523,,,7.5,6.08,,,2.4,8.0,4.5,7.6,6.25,1.0
341056,01068524,6.25,8.5,,,6.0,3.25,2.6,5.0,,6.4,,1.0
341057,01068525,6.5,7.75,,,6.25,4.5,3.6,7.5,,6.6,,1.0
341058,01068526,7.75,7.5,,,7.33,6.75,3.8,6.75,,5.2,,1.0
341059,01068527,7.25,9.0,,,7.75,7.0,5.4,8.0,,6.0,,1.0
341060,01068528,5.5,8.5,,,6.33,5.0,2.4,7.25,,7.2,,1.0
341061,01068529,7.25,9.5,,,7.67,6.25,4.2,7.25,,8.2,,1.0
341062,01068530,7.75,8.0,,,7.17,5.75,5.4,8.25,,8.2,,1.0
341063,01068531,,,7.5,6.17,,,4.2,7.5,6.0,8.6,5.0,1.0
341064,01068532,6.75,9.5,,,7.33,5.75,4.0,7.25,,7.2,,1.0
341065,01068533,,,8.0,6.67,,,3.2,8.25,4.0,7.8,8.0,1.0
341066,01068534,,,8.25,7.0,,,4.6,7.75,5.25,8.8,7.5,1.0
341067,01068535,7.75,7.0,,,7.5,7.75,3.6,6.25,,5.4,,1.0
341068,01068536,5.25,8.5,,,6.08,4.5,4.2,7.75,,3.8,,1.0
341069,01068537,,,7.0,6.75,,,4.4,7.75,6.75,7.8,6.5,1.0
341070,01068538,6.5,8.75,,,7.0,5.75,3.0,5.75,,7.8,,1.0
341071,01068539,6.25,7.5,,,6.42,5.5,9.2,9.25,,8.8,,1.0
341072,01068540,,,7.25,6.17,,,3.0,8.5,4.0,7.6,7.25,1.0
341073,01068541,6.75,9.0,,,7.5,6.75,3.6,7.25,,6.0,,1.0
341074,01068542,6.75,9.0,,,6.42,3.5,3.4,8.25,,7.6,,1.0
341075,01068543,6.5,7.75,,,6.42,5.0,4.6,7.75,,7.4,,1.0
341076,01068544,5.0,8.25,,,5.83,4.25,2.8,5.25,,3.2,,1.0
341077,01068545,,,6.0,6.5,,,4.2,7.0,5.5,8.0,8.0,1.0
341078,01068546,8.25,9.0,,,7.5,5.25,7.0,8.0,,8.6,,1.0
341079,01068547,7.25,8.0,,,6.42,4.0,5.0,8.0,,8.2,,1.0
341080,01068548,6.5,8.75,,,6.5,4.25,5.4,8.0,,8.6,,1.0
341081,01068549,4.25,6.25,,,4.75,3.75,2.2,6.5,,6.0,,1.0
341082,01068550,,,7.25,5.92,,,3.0,7.0,3.75,7.6,6.75,1.0
341083,01068551,,,8.0,6.33,,,6.4,7.0,3.75,8.0,7.25,1.0
341084,01068552,,,5.25,5.58,,,8.2,7.5,3.0,7.6,8.5,1.0
341085,01068553,5.75,6.75,,,5.83,5.0,3.2,6.5,,7.0,,1.0
341086,01068554,6.5,9.25,,,7.42,6.5,4.4,4.5,,6.0,,1.0
341087,01068555,,,8.5,8.25,,,5.6,6.25,7.25,9.0,9.0,1.0
341088,01068556,6.75,7.75,,,6.75,5.75,4.6,7.75,,8.0,,1.0
341089,01068557,,,8.5,6.5,,,3.2,7.0,2.25,9.8,8.75,1.0
341090,01068558,,,4.5,5.42,,,3.8,6.5,5.5,8.6,6.25,1.0
341091,01068559,7.0,7.5,,,6.33,4.5,1.8,5.75,,5.8,,1.0
341092,01068560,5.5,5.75,,,5.17,4.25,3.4,5.0,,4.4,,1.0
341093,01068561,6.5,6.75,,,5.42,3.0,1.8,5.0,,5.8,,1.0
341094,01068562,7.5,6.75,,,5.5,2.25,3.2,5.5,,4.8,,1.0
341095,01068563,,,8.5,6.5,,,2.8,6.75,4.0,9.0,7.0,1.0
341096,01068564,5.75,7.5,,,5.67,3.75,2.8,5.75,,7.0,,1.0
341097,01068565,7.25,9.25,,,7.17,5.0,3.2,8.0,,8.2,,1.0
341098,01068566,7.0,9.5,,,6.92,4.25,2.6,6.25,,5.6,,1.0
341099,01068567,,,7.0,6.92,,,3.2,7.0,5.0,9.0,8.75,1.0
341100,01068568,,,9.0,7.17,,,3.0,6.75,4.0,9.6,8.5,1.0
341101,01068569,5.25,5.75,,,4.42,2.25,2.2,4.5,,3.2,,1.0
341102,01068570,,,8.75,8.17,,,7.6,6.5,7.25,9.4,8.5,1.0
341103,01068571,7.25,9.25,,,6.75,3.75,2.4,6.5,,4.8,,1.0
341104,01068572,6.0,8.0,,,6.25,4.75,2.8,7.0,,4.6,,1.0
341105,01068573,,,5.75,5.5,,,2.8,6.75,4.75,8.2,6.0,1.0
341106,01068574,6.0,8.0,,,6.0,4.0,3.2,5.25,,5.0,,1.0
341107,01068575,,,9.0,8.42,,,5.6,6.5,7.25,9.6,9.0,1.0
341108,01068576,5.0,8.0,,,5.33,3.0,1.8,8.0,,4.6,,1.0
341109,01068577,,,8.5,6.42,,,4.6,8.25,2.5,9.4,8.25,1.0
341110,01068578,5.75,7.75,,,5.92,4.25,3.0,6.5,,7.8,,1.0
341111,01068579,5.75,6.75,,,6.67,7.5,2.4,4.75,,7.0,,1.0
341112,01068580,6.25,8.5,,,6.0,3.25,3.4,6.75,,5.6,,1.0
341113,01068581,,,7.5,5.33,,,2.2,5.5,6.0,8.6,2.5,1.0
341114,01068582,8.0,9.5,,,8.33,7.5,3.0,7.0,,6.0,,1.0
341115,01068583,,,8.0,6.67,,,4.2,6.75,3.75,8.6,8.25,1.0
341116,01068584,,,3.75,5.0,,,2.2,3.75,7.25,7.8,4.0,1.0
341117,01068585,5.5,7.5,,,5.08,2.25,2.6,5.0,,5.4,,1.0
341118,01068586,,,6.0,5.67,,,5.0,6.5,3.5,8.4,7.5,1.0
341119,01068587,,,7.25,6.08,,,3.8,6.75,4.5,7.6,6.5,1.0
341120,01068588,6.25,8.5,,,6.58,5.0,2.2,6.75,,2.4,,1.0
341121,01068589,,,7.0,6.5,,,5.2,5.75,6.75,6.4,5.75,1.0
341122,01068590,,,8.75,7.42,,,1.6,7.25,4.5,8.8,9.0,1.0
341123,01068591,,,8.0,6.42,,,3.0,7.0,2.5,9.4,8.75,1.0
341124,01068592,6.5,8.25,,,6.42,4.5,2.8,6.0,,5.6,,1.0
341125,01068593,7.5,8.0,,,6.33,3.5,2.2,7.25,,7.2,,1.0
341126,01068594,,,5.25,5.58,,,5.4,7.0,5.25,8.0,6.25,1.0
341127,01068595,5.25,5.5,,,4.67,3.25,2.8,5.75,,5.2,,1.0
341128,01068596,7.75,7.75,,,6.67,4.5,3.2,7.0,,7.2,,1.0
341129,01068597,,,8.25,6.58,,,1.8,7.0,4.0,8.0,7.5,1.0
341130,01068598,3.5,5.75,,,4.25,3.5,2.0,4.75,,3.4,,1.0
341131,01068599,,,4.25,4.83,,,2.6,7.25,4.0,7.0,6.25,1.0
341132,01068600,,,8.0,7.83,,,4.0,6.25,6.75,8.6,8.75,1.0
341133,01068601,7.75,8.25,,,6.58,3.75,2.6,5.25,,8.2,,1.0
341134,01068602,6.5,8.0,,,5.67,2.5,4.8,6.75,,6.2,,1.0
341135,01068603,6.5,8.5,,,6.67,5.0,4.6,8.25,,7.2,,1.0
341136,01068604,7.5,8.25,,,7.08,5.5,5.8,8.0,,7.4,,1.0
341137,01068605,6.0,6.75,,,5.67,4.25,3.6,8.25,,8.0,,1.0
341138,01068606,6.25,8.5,,,6.67,5.25,2.6,6.25,,5.4,,1.0
341139,01068607,6.25,7.0,,,5.75,4.0,2.4,8.0,,5.4,,1.0
341140,01068608,8.5,9.5,,,8.58,7.75,6.6,8.0,,8.4,,1.0
341141,01068609,6.5,8.75,,,6.83,5.25,4.0,8.25,,7.2,,1.0
341142,01068610,5.5,8.5,,,6.17,4.5,3.6,7.0,,6.6,,1.0
341143,01068611,5.75,7.25,,,6.08,5.25,3.2,7.5,,6.6,,1.0
341144,01068612,7.25,8.5,,,6.17,2.75,3.6,7.0,,5.2,,1.0
341145,01068613,7.5,9.0,,,7.42,5.75,1.2,8.25,,5.8,,1.0
341146,01068614,,,3.75,4.08,,,3.2,7.5,4.75,3.6,3.75,1.0
341147,01068615,,,8.25,6.17,,,4.4,7.5,4.25,7.8,6.0,1.0
341148,01068616,7.25,7.75,,,6.92,5.75,3.2,5.25,,5.0,,1.0
341149,01068617,6.0,7.25,,,5.92,4.5,3.8,8.25,,7.2,,1.0
341150,01068618,5.75,9.0,,,6.33,4.25,2.8,5.5,,2.8,,1.0
341151,01068619,7.0,8.25,,,6.58,4.5,5.6,7.75,,8.6,,1.0
341152,01068620,,,8.25,6.75,,,3.0,6.0,5.75,8.0,6.25,1.0
341153,01068621,7.0,8.5,,,7.08,5.75,2.0,6.5,,7.0,,1.0
341154,01068622,7.0,8.25,,,6.83,5.25,4.6,8.25,,8.0,,1.0
341155,01068623,6.5,8.5,,,6.5,4.5,5.4,8.0,,6.8,,1.0
341156,01068624,,,7.0,6.75,,,4.0,6.25,5.25,8.8,8.0,1.0
341157,01068625,6.75,7.75,,,6.25,4.25,3.2,7.25,,2.8,,1.0
341158,01068626,,,7.0,6.75,,,4.6,6.5,6.25,8.2,7.0,1.0
341159,01068627,,,8.5,8.17,,,4.8,7.75,10.0,9.0,6.0,1.0
341160,01068628,7.0,7.25,,,6.08,4.0,2.6,5.0,,6.0,,1.0
341161,01068629,6.0,8.25,,,6.08,4.0,1.4,6.75,,5.4,,1.0
341162,01068630,,,8.25,6.0,,,3.0,6.5,3.5,9.0,6.25,1.0
341163,01068631,8.75,8.25,,,7.33,5.0,5.6,8.0,,6.8,,1.0
341164,01068632,7.0,8.75,,,6.5,3.75,3.6,7.0,,7.6,,1.0
341165,01068633,7.75,8.25,,,7.33,6.0,9.2,8.75,,8.4,,1.0
341166,01068634,,,7.0,6.42,,,5.0,8.5,5.75,7.8,6.5,1.0
341167,01068635,6.5,8.5,,,6.17,3.5,2.4,8.5,,7.2,,1.0
341168,01068636,6.25,8.5,,,5.83,2.75,2.6,8.0,,8.0,,1.0
341169,01068637,5.75,7.0,,,5.58,4.0,3.0,6.5,,3.4,,1.0
341170,01068638,,,8.75,8.0,,,4.6,8.25,8.25,9.2,7.0,1.0
341171,01068639,7.25,9.5,,,7.0,4.25,4.2,7.5,,5.2,,1.0
341172,01068640,,,7.5,7.17,,,3.4,7.5,5.5,8.4,8.5,1.0
341173,01068641,7.0,7.75,,,6.17,3.75,3.6,6.75,,6.4,,1.0
341174,01068642,,,6.75,6.42,,,4.8,7.5,5.5,8.0,7.0,1.0
341175,01068643,7.25,8.5,,,7.25,6.0,5.2,8.75,,8.4,,1.0
341176,01068644,6.5,9.5,,,7.17,5.5,5.0,8.25,,7.4,,1.0
341177,01068645,6.25,6.5,,,5.75,4.5,2.4,5.75,,6.2,,1.0
341178,01068646,,,7.0,6.42,,,3.0,7.0,4.0,8.2,8.25,1.0
341179,01068647,6.5,8.75,,,7.33,6.75,3.6,7.5,,7.2,,1.0
341180,01068648,,,5.75,4.75,,,4.2,7.0,5.5,6.4,3.0,1.0
341181,01068649,7.75,9.25,,,7.83,6.5,8.0,8.75,,9.0,,1.0
341182,01068650,,,7.5,6.5,,,5.6,8.25,4.5,8.2,7.5,1.0
341183,01068651,7.5,8.0,,,7.33,6.5,2.2,6.0,,5.4,,1.0
341184,01068652,7.25,7.0,,,5.83,3.25,3.6,6.0,,4.4,,1.0
341185,01068653,8.0,9.5,,,7.83,6.0,5.0,7.75,,7.6,,1.0
341186,01068654,8.0,9.0,,,8.58,8.75,2.6,5.5,,3.8,,1.0
341187,01068655,,,8.5,6.83,,,5.0,7.0,5.0,8.2,7.0,1.0
341188,01068656,,,8.5,7.5,,,4.6,8.0,5.75,9.0,8.25,1.0
341189,01068657,6.0,7.75,,,6.08,4.5,3.8,7.25,,7.6,,1.0
341190,01068658,6.5,8.25,,,6.67,5.25,4.6,8.0,,8.0,,1.0
341191,01068659,6.75,6.5,,,5.92,4.5,2.6,5.75,,5.4,,1.0
341192,01068660,5.0,6.5,,,4.25,1.25,2.8,5.5,,4.6,,1.0
341193,01068661,6.25,7.75,,,6.17,4.5,2.6,6.25,,4.4,,1.0
341194,01068662,8.25,8.75,,,7.33,5.0,3.0,7.75,,3.4,,1.0
341195,01068663,,,9.25,7.08,,,7.8,8.75,3.5,9.0,8.5,1.0
341196,01068664,,,4.75,5.5,,,6.2,5.75,4.5,8.2,7.25,1.0
341197,01068665,,,8.25,7.42,,,3.8,7.0,5.5,9.6,8.5,1.0
341198,01068666,6.5,8.75,,,6.92,5.5,3.8,8.5,,7.8,,1.0
341199,01068667,,,7.75,6.5,,,3.2,7.25,6.75,8.6,5.0,1.0
341200,01068668,,,9.0,8.33,,,3.4,7.0,9.5,9.6,6.5,1.0
341201,01068669,5.25,6.0,,,4.67,2.75,2.4,6.25,,3.8,,1.0
341202,01068670,8.75,9.0,,,8.0,6.25,6.0,7.25,,8.4,,1.0
341203,01068671,7.0,9.75,,,7.5,5.75,5.0,7.25,,7.8,,1.0
341204,01068672,6.25,6.25,,,5.83,5.0,3.0,7.75,,7.8,,1.0
341205,01068673,6.25,8.5,,,6.58,5.0,3.6,6.75,,7.0,,1.0
341206,01068674,6.75,7.75,,,7.0,6.5,5.6,8.0,,7.4,,1.0
341207,01068675,,,6.75,6.0,,,2.8,7.0,6.5,8.0,4.75,1.0
341208,01068676,6.5,7.75,,,5.92,3.5,3.2,6.25,,4.0,,1.0
341209,01068677,6.75,8.5,,,6.33,3.75,4.2,8.0,,6.6,,1.0
341210,01068678,,,3.5,3.58,,,3.2,6.5,5.25,2.2,2.0,1.0
341211,01068679,8.25,9.25,,,8.58,8.25,4.0,8.5,,7.2,,1.0
341212,01068680,5.0,9.0,,,6.25,4.75,3.6,7.5,,7.0,,1.0
341213,01068681,6.75,7.0,,,6.33,5.25,3.0,7.75,,8.2,,1.0
341214,01068682,,,3.25,3.17,,,1.6,6.75,4.75,6.2,1.5,1.0
341215,01068683,7.25,8.25,,,7.5,7.0,5.0,7.75,,5.2,,1.0
341216,01068684,6.5,8.5,,,6.92,5.75,3.8,7.75,,7.8,,1.0
341217,01068685,,,5.5,4.42,,,8.2,8.75,4.0,9.2,3.75,1.0
341218,01068686,6.75,7.0,,,5.67,3.25,2.2,7.0,,2.0,,1.0
341219,01068687,7.5,8.0,,,6.42,3.75,4.2,8.5,,7.4,,1.0
341220,01068688,7.25,9.25,,,8.33,8.5,2.4,7.0,,7.8,,1.0
341221,01068689,7.75,9.0,,,6.67,3.25,2.8,8.25,,4.8,,1.0
341222,01068690,,,7.5,6.92,,,4.0,8.0,7.5,8.6,5.75,1.0
341223,01068691,,,6.25,6.33,,,3.6,8.5,8.25,7.6,4.5,1.0
341224,01068692,6.0,7.75,,,6.08,4.5,5.6,8.75,,8.0,,1.0
341225,01068693,5.75,8.25,,,6.67,6.0,8.6,8.5,,9.4,,1.0
341226,01068694,7.5,7.0,,,6.33,4.5,2.8,6.5,,4.8,,1.0
341227,01068695,,,8.75,8.42,,,7.2,7.5,7.25,9.0,9.25,1.0
341228,01068696,6.25,8.5,,,6.0,3.25,3.2,7.0,,6.6,,1.0
341229,01068697,,,6.75,5.83,,,2.4,8.25,4.25,8.2,6.5,1.0
341230,01068698,8.25,8.5,,,7.33,5.25,4.6,6.75,,5.6,,1.0
341231,01068699,7.25,8.75,,,6.42,3.25,3.6,7.0,,7.2,,1.0
341232,01068700,8.5,10.0,,,9.25,9.25,3.2,6.5,,6.6,,1.0
341233,01068701,8.0,9.5,,,8.75,8.75,2.8,7.75,,6.4,,1.0
341234,01068702,9.0,9.5,,,9.0,8.5,7.2,8.5,,5.4,,1.0
341235,01068703,5.25,7.75,,,5.42,3.25,2.8,6.75,,6.0,,1.0
341236,01068704,,,9.0,7.5,,,4.0,7.0,5.5,8.6,8.0,1.0
341237,01068705,7.0,8.75,,,7.08,5.5,4.2,7.5,,7.6,,1.0
341238,01068706,6.5,7.75,,,6.83,6.25,7.0,7.75,,7.8,,1.0
341239,01068707,5.25,7.75,,,6.0,5.0,3.8,7.75,,7.2,,1.0
341240,01068708,7.5,8.25,,,7.17,5.75,3.0,7.25,,6.4,,1.0
341241,01068709,8.25,7.75,,,6.67,4.0,2.4,4.5,,5.2,,1.0
341242,01068710,6.0,7.75,,,6.5,5.75,1.8,5.5,,7.0,,1.0
341243,01068711,8.25,9.0,,,8.25,7.5,3.8,7.0,,7.6,,1.0
341244,01068712,,,8.5,7.58,,,1.6,7.25,7.25,9.2,7.0,1.0
341245,01068713,6.25,8.0,,,6.17,4.25,3.8,6.0,,4.2,,1.0
341246,01068714,5.75,6.75,,,5.75,4.75,3.0,3.0,,5.0,,1.0
341247,01068715,,,8.0,7.0,,,4.6,5.25,5.75,7.8,7.25,1.0
341248,01068716,6.75,7.0,,,5.58,3.0,2.0,7.0,,4.6,,1.0
341249,01068717,6.5,7.5,,,7.0,7.0,3.0,6.25,,6.4,,1.0
341250,01068718,7.75,9.75,,,7.42,4.75,2.4,7.0,,8.2,,1.0
341251,01068719,5.25,8.0,,,5.67,3.75,1.4,4.25,,1.6,,1.0
341252,01068720,6.75,8.0,,,7.92,9.0,6.0,7.5,,8.6,,1.0
341253,01068721,,,8.75,7.42,,,6.0,6.5,4.75,8.6,8.75,1.0
341254,01068722,,,8.75,7.83,,,5.6,7.75,6.0,8.8,8.75,1.0
341255,01068723,6.0,6.75,,,6.33,6.25,2.0,4.75,,4.0,,1.0
341256,01068724,8.5,8.5,,,8.0,7.0,9.2,8.25,,9.0,,1.0
341257,01068725,,,4.25,4.08,,,4.4,6.0,4.25,6.4,3.75,1.0
341258,01068726,,,7.0,5.58,,,3.2,6.0,4.25,9.0,5.5,1.0
341259,01068727,6.0,9.5,,,7.0,5.5,4.4,7.0,,7.4,,1.0
341260,01068728,,,5.0,5.67,,,6.6,6.5,4.0,8.8,8.0,1.0
341261,01068729,,,5.5,5.92,,,8.4,6.25,4.75,8.4,7.5,1.0
341262,01068730,6.25,9.0,,,6.25,3.5,3.4,6.5,,2.8,,1.0
341263,01068731,,,1.5,3.08,,,1.8,6.0,4.75,5.8,3.0,1.0
341264,01068732,7.25,8.75,,,7.58,6.75,3.6,6.0,,7.6,,1.0
341265,01068733,,,9.0,7.42,,,4.6,7.25,5.0,9.2,8.25,1.0
341266,01068734,8.0,9.25,,,7.33,4.75,2.6,7.0,,6.4,,1.0
341267,01068735,8.75,9.75,,,8.5,7.0,2.2,7.0,,7.2,,1.0
341268,01068736,,,7.25,6.42,,,5.4,5.25,6.0,8.2,6.0,1.0
341269,01068737,,,8.25,7.0,,,3.6,7.0,5.0,8.8,7.75,1.0
341270,01068738,,,8.0,5.92,,,3.0,8.25,2.25,9.2,7.5,1.0
341271,01068739,,,5.25,6.17,,,2.2,5.5,6.0,8.0,7.25,1.0
341272,01068740,6.75,7.75,,,6.58,5.25,2.6,5.5,,6.0,,1.0
341273,01068741,,,6.75,6.58,,,4.0,7.0,7.75,7.6,5.25,1.0
341274,01068742,,,7.5,7.0,,,6.8,8.0,5.25,9.2,8.25,1.0
341275,01068743,7.75,8.75,,,7.58,6.25,3.8,7.75,,6.6,,1.0
341276,01068744,,,8.25,6.83,,,3.6,7.75,5.5,7.8,6.75,1.0
341277,01068745,5.75,7.75,,,5.83,4.0,3.6,6.75,,6.6,,1.0
341278,01068746,6.0,9.0,,,6.67,5.0,4.0,7.5,,3.6,,1.0
341279,01068747,7.0,7.75,,,7.0,6.25,3.0,6.5,,5.2,,1.0
341280,01068748,5.5,7.5,,,5.5,3.5,4.2,5.25,,3.0,,1.0
341281,01068749,6.75,8.5,,,7.0,5.75,2.6,5.0,,6.8,,1.0
341282,01068750,6.75,7.25,,,5.92,3.75,2.2,8.0,,3.2,,1.0
341283,01068751,6.25,7.25,,,5.83,4.0,2.0,6.25,,6.8,,1.0
341284,01068752,5.25,8.5,,,6.08,4.5,3.8,5.0,,5.2,,1.0
341285,01068753,6.75,7.0,,,6.5,5.75,2.4,7.0,,6.0,,1.0
341286,01068754,,,7.75,7.17,,,7.2,7.25,6.25,9.0,7.5,1.0
341287,01068755,4.25,7.25,,,5.25,4.25,3.0,6.0,,4.4,,1.0
341288,01068756,,,8.75,8.0,,,3.8,7.5,7.0,9.6,8.25,1.0
341289,01068757,7.0,9.5,,,7.58,6.25,4.0,8.5,,7.2,,1.0
341290,01068758,,,5.75,4.75,,,2.6,6.5,6.0,7.0,2.5,1.0
341291,01068759,2.75,7.25,,,4.17,2.5,3.0,6.0,,4.6,,1.0
341292,01068760,6.0,6.75,,,5.42,3.5,2.4,7.5,,4.6,,1.0
341293,01068761,,,8.25,6.42,,,5.2,6.25,3.75,9.0,7.25,1.0
341294,01068762,7.25,7.75,,,6.17,3.5,2.0,6.25,,3.6,,1.0
341295,01068763,,,8.0,6.58,,,5.4,8.5,4.5,8.4,7.25,1.0
341296,01068764,6.25,8.75,,,6.83,5.5,2.4,8.5,,6.4,,1.0
341297,01068765,,,6.75,6.08,,,2.6,6.75,7.25,6.8,4.25,1.0
341298,01068766,6.5,8.0,,,6.5,5.0,4.2,7.5,,7.8,,1.0
341299,01068767,8.0,8.0,,,7.5,6.5,3.6,6.75,,6.0,,1.0
341300,01068768,7.0,8.25,,,7.83,8.25,3.6,7.0,,8.2,,1.0
341301,01068769,7.0,9.25,,,6.67,3.75,2.0,7.0,,4.8,,1.0
341302,01068770,3.0,6.25,,,4.33,3.75,2.6,7.0,,4.8,,1.0
341303,01068771,7.25,8.0,,,6.42,4.0,1.6,4.5,,3.4,,1.0
341304,01068772,8.25,8.5,,,7.58,6.0,3.2,3.75,,4.6,,1.0
341305,01068773,5.75,7.25,,,5.33,3.0,2.0,7.5,,3.0,,1.0
341306,01068774,,,7.5,6.67,,,2.2,6.5,5.0,8.4,7.5,1.0
341307,01068775,7.25,8.75,,,8.0,8.0,3.0,5.25,,7.2,,1.0
341308,01068776,,,9.25,7.08,,,3.4,7.0,3.25,9.0,8.75,1.0
341309,01068777,,,9.75,7.58,,,3.0,6.0,3.75,9.4,9.25,1.0
341310,01068778,6.5,7.75,,,6.33,4.75,3.2,6.75,,4.2,,1.0
341311,01068779,5.25,5.5,,,4.83,3.75,2.2,6.5,,5.4,,1.0
341312,01068780,,,7.75,5.5,,,2.4,4.5,3.75,6.0,5.0,1.0
341313,01068781,8.0,9.0,,,8.17,7.5,3.2,7.75,,7.0,,1.0
341314,01068782,8.0,7.75,,,7.5,6.75,5.2,7.5,,7.6,,1.0
341315,01068783,,,6.5,5.33,,,3.0,7.25,3.25,8.0,6.25,1.0
341316,01068784,7.5,9.0,,,8.08,7.75,3.2,8.0,,8.6,,1.0
341317,01068785,7.5,9.25,,,7.0,4.25,2.8,6.5,,7.6,,1.0
341318,01068786,,,4.75,4.17,,,2.8,6.5,4.25,7.4,3.5,1.0
341319,01068787,,,7.0,6.75,,,2.4,7.5,5.0,9.2,8.25,1.0
341320,01068788,,,7.25,7.0,,,8.0,8.5,5.5,8.8,8.25,1.0
