Code,Nguvan,Toan,Ngoaingu,Mon 1,Mon 2,Mon 3, TB ,Xep Loai
2027523,"[6,7)","[1,6)","[1,6)","[1,6)","[1,6)","[6,7)", 4.98 ,0
2027524,>=7,>=7,"[1,6)","[6,7)","[1,6)","[1,6)", 5.52 ,TB
2027525,>=7,>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.87 ,TB
2027526,"[1,6)","[1,6)","[1,6)","[1,6)","[1,6)","[1,6)", 3.90 ,0
2027527,"[1,6)","[1,6)","[1,6)","[1,6)","[6,7)","[1,6)", 5.18 ,TB
2027528,"[1,6)","[1,6)","[1,6)","[1,6)","[1,6)","[1,6)", 4.24 ,0
2027529,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.40 ,TB
2027530,"[6,7)",>=7,"[6,7)","[6,7)",>=7,"[1,6)", 6.43 ,TB
2027531,"[6,7)","[6,7)","[6,7)","[6,7)","[1,6)","[1,6)", 5.63 ,TB
2027532,>=7,>=7,"[6,7)","[1,6)","[6,7)","[1,6)", 6.18 ,TB
2027533,"[6,7)","[1,6)","[6,7)","[1,6)","[1,6)","[1,6)", 5.40 ,TB
2027534,"[6,7)",>=7,>=7,"[6,7)","[1,6)","[1,6)", 6.12 ,TB
2027535,"[6,7)",>=7,"[1,6)",>=7,"[1,6)","[1,6)", 5.90 ,TB
2027536,>=7,>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.74 ,TB
2027537,"[6,7)",>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.49 ,TB
2027538,>=7,"[6,7)","[1,6)","[6,7)","[6,7)","[1,6)", 5.72 ,TB
2027539,>=7,>=7,>=7,"[6,7)",>=7,"[6,7)", 7.22 ,K
2027540,>=7,>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.58 ,TB
2027541,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 6.53 ,TB
2027542,>=7,>=7,"[1,6)",>=7,"[6,7)","[1,6)", 5.87 ,TB
2027543,>=7,>=7,"[1,6)","[1,6)",>=7,"[1,6)", 6.18 ,TB
2027544,>=7,"[6,7)","[1,6)","[1,6)","[1,6)","[6,7)", 6.02 ,TB
2027545,>=7,>=7,"[1,6)","[1,6)",>=7,"[1,6)", 6.00 ,TB
2027546,"[6,7)","[6,7)","[1,6)","[6,7)","[6,7)","[1,6)", 5.89 ,TB
2027547,>=7,"[6,7)",>=7,"[1,6)","[6,7)","[1,6)", 6.26 ,TB
2027548,"[1,6)",>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.49 ,TB
2027549,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.73 ,TB
2027550,"[1,6)",>=7,"[6,7)",>=7,"[6,7)","[1,6)", 6.40 ,TB
2027551,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 5.20 ,TB
2027552,>=7,"[6,7)","[6,7)","[1,6)","[6,7)","[1,6)", 6.34 ,TB
2027553,>=7,"[6,7)","[1,6)","[6,7)","[1,6)","[1,6)", 5.59 ,TB
2027554,"[6,7)","[1,6)","[1,6)","[1,6)","[1,6)","[1,6)", 4.91 ,0
2027555,>=7,>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 6.13 ,TB
2027556,>=7,>=7,>=7,"[6,7)","[6,7)","[1,6)", 6.68 ,TB
2027557,>=7,>=7,"[1,6)",>=7,"[6,7)","[6,7)", 6.48 ,TB
2027558,"[1,6)",>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 4.42 ,0
2027559,"[6,7)",>=7,"[1,6)",>=7,"[6,7)","[1,6)", 6.22 ,TB
2027560,"[1,6)","[6,7)","[6,7)","[1,6)","[1,6)","[1,6)", 5.19 ,TB
2027561,"[6,7)",>=7,>=7,>=7,"[1,6)","[1,6)", 6.58 ,TB
2027562,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 6.49 ,TB
2027563,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 5.63 ,TB
2027564,>=7,>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 6.00 ,TB
2027565,"[6,7)","[1,6)","[1,6)","[1,6)","[1,6)","[1,6)", 5.07 ,TB
2027566,>=7,"[1,6)","[1,6)","[1,6)","[1,6)","[1,6)", 5.50 ,TB
2027567,>=7,>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 6.01 ,TB
2027568,"[6,7)","[6,7)","[1,6)","[1,6)","[6,7)","[1,6)", 6.03 ,TB
2027569,>=7,>=7,"[6,7)",>=7,>=7,>=7, 7.86 ,K
2027570,"[6,7)",>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.35 ,TB
2027571,"[6,7)",>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.22 ,TB
2027572,>=7,>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 6.45 ,TB
2027573,>=7,>=7,"[6,7)",>=7,>=7,"[1,6)", 7.16 ,TB
2027574,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.35 ,TB
2027575,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 7.05 ,TB
2027576,>=7,>=7,>=7,"[1,6)","[6,7)","[6,7)", 6.83 ,TB
2027577,>=7,"[6,7)","[1,6)","[6,7)",>=7,"[6,7)", 6.77 ,TB
2027578,>=7,"[6,7)","[1,6)","[6,7)",>=7,"[6,7)", 6.40 ,TB
2027579,>=7,"[6,7)","[1,6)","[6,7)",>=7,"[1,6)", 6.31 ,TB
2027580,>=7,>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.74 ,TB
2027581,>=7,>=7,"[1,6)",>=7,"[6,7)","[1,6)", 6.48 ,TB
2027582,>=7,>=7,>=7,>=7,>=7,"[6,7)", 7.82 ,K
2027583,"[6,7)",>=7,"[1,6)","[6,7)","[1,6)","[1,6)", 6.06 ,TB
2027584,>=7,>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 6.37 ,TB
2027585,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 6.83 ,TB
2027586,>=7,"[6,7)","[1,6)",>=7,"[6,7)","[6,7)", 6.49 ,TB
2027587,"[1,6)",>=7,>=7,>=7,"[1,6)","[1,6)", 6.43 ,TB
2027588,>=7,>=7,>=7,"[6,7)",>=7,"[1,6)", 6.88 ,TB
2027589,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.56 ,TB
2027590,"[1,6)","[1,6)","[1,6)",>=7,"[1,6)","[1,6)", 5.41 ,TB
2027591,"[6,7)","[6,7)","[1,6)",>=7,>=7,"[1,6)", 6.29 ,TB
2027592,>=7,>=7,"[1,6)","[1,6)","[1,6)","[6,7)", 6.09 ,TB
2027593,"[6,7)",>=7,"[6,7)","[6,7)",>=7,"[1,6)", 7.00 ,TB
2027594,>=7,>=7,>=7,"[6,7)",>=7,"[1,6)", 7.12 ,TB
2027595,>=7,>=7,"[1,6)","[6,7)","[1,6)","[1,6)", 5.66 ,TB
2027596,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)","[6,7)", 5.53 ,TB
2027597,>=7,>=7,"[6,7)","[6,7)","[6,7)","[1,6)", 6.93 ,TB
2027598,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 5.75 ,TB
2027599,>=7,>=7,"[1,6)","[6,7)",>=7,"[6,7)", 6.52 ,TB
2027600,>=7,>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 5.93 ,TB
2027601,>=7,>=7,"[1,6)",>=7,"[6,7)","[1,6)", 6.34 ,TB
2027602,>=7,>=7,"[1,6)",>=7,>=7,"[6,7)", 7.08 ,TB
2027603,>=7,>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 6.23 ,TB
2027604,>=7,>=7,"[6,7)",>=7,"[6,7)","[1,6)", 6.51 ,TB
2027605,"[6,7)",>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 5.98 ,TB
2027606,>=7,>=7,"[1,6)","[1,6)",>=7,"[1,6)", 6.39 ,TB
2027607,>=7,>=7,"[1,6)","[6,7)",>=7,"[6,7)", 6.57 ,TB
2027608,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 6.63 ,TB
2027609,>=7,>=7,>=7,"[6,7)",>=7,"[6,7)", 7.25 ,K
2027610,>=7,>=7,"[1,6)","[6,7)","[1,6)","[6,7)", 6.33 ,TB
2027611,"[6,7)",>=7,"[1,6)","[1,6)",>=7,"[1,6)", 5.76 ,TB
2027612,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 7.15 ,TB
2027613,>=7,>=7,>=7,"[1,6)","[6,7)","[1,6)", 6.89 ,TB
2027614,"[6,7)",>=7,"[1,6)","[6,7)","[1,6)","[1,6)", 5.28 ,TB
2027615,>=7,"[6,7)","[6,7)","[6,7)",>=7,"[1,6)", 6.24 ,TB
2027616,>=7,>=7,"[6,7)","[6,7)","[6,7)",>=7, 7.28 ,K
2027617,>=7,>=7,>=7,"[6,7)",>=7,"[1,6)", 7.07 ,TB
2027618,"[6,7)",>=7,"[1,6)",>=7,"[6,7)","[1,6)", 5.93 ,TB
2027619,>=7,>=7,"[1,6)",>=7,>=7,"[6,7)", 6.83 ,TB
2027620,>=7,>=7,"[6,7)",>=7,"[6,7)","[1,6)", 6.83 ,TB
2027621,>=7,>=7,"[1,6)","[6,7)","[1,6)","[1,6)", 6.04 ,TB
2027622,>=7,>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.94 ,TB
2027623,"[1,6)",>=7,"[1,6)","[6,7)","[1,6)","[1,6)", 5.65 ,TB
2027624,>=7,>=7,"[6,7)",>=7,>=7,"[1,6)", 7.30 ,TB
2027625,"[6,7)",>=7,"[1,6)","[6,7)",>=7,"[6,7)", 6.56 ,TB
2027626,"[1,6)","[6,7)","[1,6)","[6,7)","[1,6)","[1,6)", 5.62 ,TB
2027627,>=7,"[6,7)","[1,6)","[1,6)",>=7,"[1,6)", 5.56 ,TB
2027628,>=7,>=7,"[1,6)",>=7,>=7,"[6,7)", 6.79 ,TB
2027629,>=7,"[1,6)","[1,6)","[1,6)","[1,6)","[1,6)", 5.33 ,TB
2027630,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 7.13 ,TB
2027631,"[1,6)",>=7,"[1,6)","[6,7)","[1,6)","[1,6)", 5.81 ,TB
2027632,>=7,>=7,"[1,6)",>=7,"[6,7)","[1,6)", 6.19 ,TB
2027633,"[6,7)",>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.22 ,TB
2027634,>=7,"[6,7)","[1,6)","[1,6)","[6,7)","[1,6)", 5.80 ,TB
2027635,>=7,"[1,6)","[1,6)","[6,7)","[1,6)","[1,6)", 5.52 ,TB
2027636,"[1,6)",>=7,"[1,6)","[6,7)",>=7,>=7, 6.54 ,TB
2027637,"[6,7)",>=7,"[6,7)","[6,7)",>=7,"[1,6)", 6.89 ,TB
2027638,>=7,"[6,7)","[1,6)",>=7,"[1,6)","[1,6)", 5.87 ,TB
2027639,>=7,>=7,"[1,6)",>=7,>=7,"[6,7)", 7.23 ,TB
2027640,>=7,>=7,"[1,6)",>=7,"[6,7)","[1,6)", 6.73 ,TB
2027641,"[6,7)",>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.16 ,TB
2027642,>=7,>=7,"[1,6)",>=7,"[1,6)","[1,6)", 5.98 ,TB
2027643,"[6,7)",>=7,"[6,7)",>=7,"[6,7)","[1,6)", 6.53 ,TB
2027644,"[6,7)",>=7,"[1,6)","[6,7)",>=7,"[1,6)", 5.98 ,TB
2027645,>=7,>=7,"[1,6)","[6,7)","[1,6)","[1,6)", 5.75 ,TB
2027646,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 5.18 ,TB
2027647,"[6,7)",>=7,"[1,6)",>=7,"[1,6)","[1,6)", 5.79 ,TB
2027648,"[6,7)","[6,7)","[1,6)","[6,7)",>=7,"[1,6)", 6.34 ,TB
2027649,>=7,>=7,"[1,6)","[1,6)","[6,7)","[1,6)", 6.03 ,TB
2027650,>=7,>=7,"[6,7)",>=7,>=7,"[1,6)", 6.96 ,TB
2027651,>=7,>=7,"[1,6)","[6,7)",>=7,"[6,7)", 6.87 ,TB
2027652,>=7,>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 5.88 ,TB
2027653,>=7,>=7,"[1,6)","[6,7)","[1,6)","[1,6)", 5.84 ,TB
2027654,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)","[1,6)", 5.47 ,TB
2027655,"[6,7)",>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 5.90 ,TB
2027656,"[1,6)",>=7,"[1,6)","[1,6)",>=7,"[1,6)", 5.91 ,TB
2027657,>=7,>=7,"[6,7)",>=7,>=7,"[1,6)", 6.70 ,TB
2027658,>=7,"[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 5.33 ,TB
2027659,"[6,7)","[6,7)","[6,7)","[1,6)","[6,7)","[1,6)", 5.93 ,TB
2027660,"[6,7)",>=7,"[1,6)","[6,7)",>=7,"[1,6)", 5.88 ,TB
2027661,>=7,"[6,7)","[1,6)","[1,6)","[6,7)","[6,7)", 6.02 ,TB
2027662,>=7,"[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 5.38 ,TB
2027663,"[6,7)",>=7,"[6,7)","[6,7)","[1,6)","[1,6)", 6.23 ,TB
2027664,>=7,>=7,>=7,>=7,>=7,>=7, 7.68 ,K
2027665,>=7,>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.71 ,TB
2027666,>=7,>=7,"[1,6)","[6,7)","[1,6)","[1,6)", 5.63 ,TB
2027667,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.99 ,TB
2027668,"[6,7)",>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 5.78 ,TB
2027669,>=7,"[6,7)","[1,6)","[1,6)","[6,7)","[1,6)", 5.88 ,TB
2027670,"[6,7)",>=7,"[6,7)",>=7,>=7,"[1,6)", 6.89 ,TB
2027671,"[6,7)","[6,7)","[1,6)","[6,7)","[6,7)","[1,6)", 6.23 ,TB
2027672,>=7,>=7,"[1,6)","[1,6)","[6,7)","[1,6)", 5.88 ,TB
2027673,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 5.08 ,TB
2027674,"[6,7)",>=7,"[6,7)","[6,7)","[6,7)","[6,7)", 6.90 ,K
2027675,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)","[1,6)", 5.77 ,TB
2027676,"[1,6)",>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 5.78 ,TB
2027677,"[6,7)",>=7,"[1,6)",>=7,"[6,7)",>=7, 6.53 ,TB
2027678,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 5.38 ,TB
2027679,>=7,>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.44 ,TB
2027680,"[6,7)",>=7,"[1,6)",>=7,"[6,7)","[1,6)", 6.74 ,TB
2027681,>=7,>=7,"[1,6)",>=7,"[6,7)",>=7, 6.83 ,TB
2027682,>=7,"[6,7)","[1,6)","[6,7)","[1,6)","[1,6)", 5.89 ,TB
2027683,>=7,>=7,"[6,7)","[6,7)","[6,7)","[1,6)", 6.73 ,TB
2027684,"[6,7)",>=7,"[1,6)",>=7,>=7,>=7, 7.20 ,TB
2027685,"[1,6)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.58 ,TB
2027686,"[6,7)",>=7,"[1,6)",>=7,"[1,6)","[1,6)", 5.96 ,TB
2027687,"[1,6)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.24 ,TB
2027688,"[1,6)","[1,6)","[1,6)","[1,6)","[1,6)","[1,6)", 4.55 ,0
2027689,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.35 ,TB
2027690,"[6,7)","[1,6)","[1,6)","[6,7)","[6,7)","[1,6)", 5.78 ,TB
2027691,"[6,7)",>=7,"[1,6)","[1,6)",>=7,"[1,6)", 5.92 ,TB
2027692,"[6,7)","[6,7)","[6,7)",>=7,"[1,6)","[1,6)", 6.08 ,TB
2027693,>=7,"[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 5.37 ,TB
2027694,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)","[1,6)", 5.43 ,TB
2027695,"[1,6)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 5.51 ,TB
2027696,>=7,"[6,7)","[1,6)","[1,6)","[6,7)",>=7, 6.36 ,TB
2027697,"[6,7)",>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 5.71 ,TB
2027698,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.36 ,TB
2027699,"[6,7)","[6,7)","[1,6)","[1,6)",>=7,"[1,6)", 5.83 ,TB
2027700,"[6,7)","[1,6)","[1,6)","[1,6)",>=7,"[1,6)", 5.37 ,TB
2027701,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 5.06 ,TB
2027702,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 6.92 ,TB
2027703,"[6,7)","[1,6)","[1,6)","[6,7)","[1,6)","[1,6)", 5.46 ,TB
2027704,"[1,6)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.26 ,TB
2027705,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 5.31 ,TB
2027706,"[1,6)",>=7,"[1,6)",>=7,"[6,7)","[6,7)", 6.17 ,TB
2027707,>=7,>=7,"[1,6)",>=7,>=7,>=7, 6.93 ,TB
2027708,>=7,>=7,"[6,7)",>=7,>=7,"[6,7)", 7.33 ,K
2027709,"[1,6)","[6,7)","[1,6)","[6,7)","[6,7)","[1,6)", 5.88 ,TB
2027710,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)","[1,6)", 5.93 ,TB
2027711,"[1,6)",>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.13 ,TB
2027712,"[6,7)","[6,7)","[1,6)","[1,6)",>=7,"[1,6)", 5.81 ,TB
2027713,"[6,7)","[6,7)","[1,6)","[6,7)",>=7,"[1,6)", 6.08 ,TB
2027714,>=7,>=7,>=7,>=7,"[1,6)","[1,6)", 6.89 ,TB
2027715,>=7,"[6,7)","[1,6)",>=7,"[6,7)","[1,6)", 5.86 ,TB
2027716,>=7,>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.75 ,TB
2027717,>=7,>=7,"[6,7)",>=7,"[6,7)","[6,7)", 6.76 ,K
2027718,>=7,>=7,"[1,6)",>=7,"[6,7)","[6,7)", 6.85 ,TB
2027719,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.72 ,TB
2027720,>=7,"[6,7)","[1,6)",>=7,"[1,6)","[1,6)", 5.94 ,TB
2027721,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.94 ,TB
2027722,>=7,"[6,7)","[1,6)","[1,6)",>=7,"[1,6)", 6.10 ,TB
2027723,"[6,7)",>=7,"[6,7)",>=7,"[1,6)","[1,6)", 6.28 ,TB
2027724,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.63 ,TB
2027725,"[1,6)",>=7,"[6,7)","[6,7)","[6,7)","[6,7)", 6.29 ,TB
2027726,"[6,7)",>=7,"[6,7)","[6,7)",>=7,"[1,6)", 6.53 ,TB
2027727,"[1,6)","[6,7)","[1,6)","[6,7)","[1,6)","[1,6)", 5.63 ,TB
2027728,"[1,6)","[1,6)","[1,6)","[6,7)","[1,6)","[1,6)", 4.83 ,0
2027729,"[6,7)","[6,7)","[6,7)","[6,7)","[6,7)","[1,6)", 6.17 ,TB
2027730,>=7,>=7,"[1,6)",>=7,"[1,6)","[1,6)", 6.31 ,TB
2027731,"[6,7)",>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.48 ,TB
2027732,"[6,7)","[1,6)","[1,6)","[1,6)","[1,6)","[1,6)", 5.25 ,TB
2027733,"[6,7)",>=7,"[1,6)",>=7,"[6,7)","[1,6)", 6.24 ,TB
2027734,"[1,6)",>=7,"[1,6)",>=7,>=7,>=7, 7.17 ,TB
2027735,"[1,6)","[6,7)",>=7,"[1,6)",>=7,"[6,7)", 6.53 ,TB
2027736,>=7,"[6,7)","[1,6)","[1,6)","[6,7)","[1,6)", 5.48 ,TB
2027737,"[6,7)","[6,7)","[1,6)",>=7,"[1,6)","[1,6)", 5.74 ,TB
2027738,"[1,6)",>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.33 ,TB
2027739,"[6,7)","[6,7)","[1,6)","[1,6)",>=7,>=7, 6.51 ,TB
2027740,>=7,"[6,7)","[6,7)","[6,7)","[1,6)","[6,7)", 6.18 ,TB
2027741,"[6,7)",>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.48 ,TB
2027742,"[1,6)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 5.36 ,TB
2027743,"[1,6)",>=7,"[1,6)",>=7,"[6,7)","[1,6)", 6.37 ,TB
2027744,"[1,6)",>=7,"[1,6)","[6,7)",>=7,"[6,7)", 6.53 ,TB
2027745,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 6.06 ,TB
2027746,"[6,7)",>=7,"[6,7)","[6,7)","[6,7)","[1,6)", 6.56 ,TB
2027747,>=7,>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.02 ,TB
2027748,>=7,>=7,"[6,7)",>=7,>=7,"[1,6)", 6.70 ,TB
2027749,>=7,>=7,"[6,7)",>=7,"[6,7)","[1,6)", 6.72 ,TB
2027750,>=7,>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 6.29 ,TB
2027751,>=7,>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.70 ,TB
2027752,>=7,>=7,"[1,6)","[1,6)","[6,7)","[6,7)", 6.21 ,TB
2027753,>=7,>=7,"[6,7)","[1,6)","[6,7)","[1,6)", 6.43 ,TB
2027754,>=7,"[1,6)","[1,6)","[1,6)","[6,7)","[1,6)", 5.40 ,TB
2027755,>=7,>=7,"[6,7)",>=7,>=7,"[6,7)", 7.82 ,K
2027756,>=7,>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 6.28 ,TB
2027757,"[6,7)",>=7,>=7,"[6,7)","[6,7)","[6,7)", 6.91 ,K
2027758,>=7,>=7,"[6,7)","[6,7)",>=7,"[6,7)", 7.00 ,K
2027759,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 5.33 ,TB
2027760,"[6,7)",>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.72 ,TB
2027761,>=7,>=7,"[6,7)",>=7,"[6,7)","[6,7)", 6.82 ,K
2027762,>=7,>=7,"[6,7)","[6,7)",>=7,"[1,6)", 6.48 ,TB
2027763,>=7,>=7,>=7,>=7,"[6,7)","[1,6)", 6.80 ,TB
2027764,>=7,"[6,7)","[1,6)","[6,7)","[1,6)","[1,6)", 5.73 ,TB
2027765,>=7,>=7,"[1,6)","[6,7)","[1,6)","[1,6)", 5.68 ,TB
2027766,>=7,>=7,>=7,"[6,7)",>=7,"[1,6)", 6.74 ,TB
2027767,>=7,>=7,"[1,6)","[6,7)","[6,7)","[6,7)", 6.38 ,TB
2027768,>=7,"[6,7)","[1,6)","[6,7)",>=7,"[1,6)", 6.06 ,TB
2027769,"[1,6)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 5.16 ,TB
2027770,"[6,7)",>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 6.35 ,TB
2027771,>=7,>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.95 ,TB
2027772,>=7,>=7,"[1,6)",>=7,"[6,7)","[1,6)", 5.88 ,TB
2027773,>=7,>=7,"[6,7)","[6,7)",>=7,"[6,7)", 6.73 ,K
2027774,>=7,"[6,7)","[1,6)","[1,6)","[6,7)","[6,7)", 6.15 ,TB
2027775,>=7,>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 6.16 ,TB
2027776,"[6,7)",>=7,"[1,6)",>=7,"[6,7)","[1,6)", 6.09 ,TB
2027777,"[1,6)","[6,7)","[1,6)",>=7,>=7,>=7, 6.34 ,TB
2027778,>=7,>=7,>=7,>=7,"[6,7)","[1,6)", 6.78 ,TB
2027779,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.32 ,TB
2027780,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 6.43 ,TB
2027781,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.66 ,TB
2027782,"[1,6)",>=7,"[1,6)",>=7,"[6,7)","[1,6)", 6.17 ,TB
2027783,"[1,6)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.30 ,TB
2027784,"[1,6)",>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 4.94 ,0
2027785,>=7,>=7,"[1,6)","[6,7)","[1,6)","[1,6)", 6.23 ,TB
2027786,>=7,"[6,7)","[6,7)","[1,6)","[1,6)","[6,7)", 6.08 ,TB
2027787,"[6,7)",>=7,>=7,>=7,"[6,7)","[1,6)", 6.78 ,TB
2027788,"[6,7)","[1,6)","[1,6)","[1,6)","[1,6)","[1,6)", 5.35 ,TB
2027789,"[6,7)",>=7,>=7,>=7,"[1,6)","[1,6)", 6.49 ,TB
2027790,>=7,>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.37 ,TB
2027791,"[6,7)",>=7,"[6,7)",>=7,>=7,"[1,6)", 6.67 ,TB
2027792,>=7,>=7,"[6,7)",>=7,>=7,"[1,6)", 6.78 ,TB
2027793,"[1,6)",>=7,>=7,"[6,7)","[1,6)","[6,7)", 6.57 ,TB
2027794,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)","[1,6)", 5.32 ,TB
2027795,>=7,>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.52 ,TB
2027796,>=7,>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 6.03 ,TB
2027797,>=7,>=7,"[1,6)",>=7,>=7,"[6,7)", 7.03 ,TB
2027798,"[6,7)",>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.29 ,TB
2027799,>=7,>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.23 ,TB
2027800,"[6,7)",>=7,"[1,6)",>=7,"[1,6)","[1,6)", 6.15 ,TB
2027801,"[1,6)","[6,7)","[1,6)","[1,6)","[6,7)","[1,6)", 5.58 ,TB
2027802,>=7,>=7,"[6,7)",>=7,>=7,"[6,7)", 7.03 ,K
2027803,"[6,7)",>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.38 ,TB
2027804,>=7,>=7,"[1,6)","[6,7)",>=7,"[6,7)", 7.08 ,TB
2027805,"[6,7)",>=7,"[6,7)",>=7,"[1,6)","[1,6)", 6.70 ,TB
2027806,"[1,6)",>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.53 ,TB
2027807,>=7,>=7,"[6,7)","[6,7)","[6,7)","[1,6)", 6.15 ,TB
2027808,>=7,>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.83 ,TB
2027809,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)","[1,6)", 5.88 ,TB
2027810,"[1,6)",>=7,"[6,7)",>=7,"[6,7)","[1,6)", 6.24 ,TB
2027811,>=7,"[6,7)","[1,6)",>=7,>=7,"[1,6)", 6.35 ,TB
2027812,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 6.58 ,TB
2027813,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 6.43 ,TB
2027814,"[6,7)",>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 5.79 ,TB
2027815,"[1,6)",>=7,"[1,6)",>=7,>=7,"[6,7)", 6.50 ,TB
