Code,Nguvan,Toan,Ngoaingu,Mon 1,Mon 2,Mon 3, TB ,Xep Loai
2042805,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.17 ,TB
2042806,>=7,>=7,>=7,>=7,"[6,7)","[6,7)", 7.80 ,K
2042807,>=7,>=7,"[6,7)","[1,6)","[6,7)","[6,7)", 6.68 ,TB
2042808,"[6,7)",>=7,"[6,7)",>=7,"[1,6)","[6,7)", 6.48 ,TB
2042809,"[6,7)",>=7,"[6,7)",>=7,>=7,>=7, 7.02 ,K
2042810,>=7,>=7,"[6,7)","[6,7)","[6,7)","[1,6)", 6.75 ,TB
2042811,>=7,>=7,>=7,"[6,7)",>=7,"[6,7)", 6.90 ,K
2042812,>=7,>=7,>=7,"[6,7)",>=7,>=7, 7.90 ,K
2042813,"[6,7)",>=7,"[1,6)",>=7,"[1,6)","[1,6)", 5.96 ,TB
2042814,"[1,6)",>=7,"[6,7)",>=7,"[1,6)","[1,6)", 6.33 ,TB
2042815,"[6,7)",>=7,"[1,6)",>=7,>=7,"[6,7)", 6.62 ,TB
2042816,>=7,>=7,>=7,"[6,7)",>=7,"[1,6)", 7.16 ,TB
2042817,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.58 ,TB
2042818,"[6,7)",>=7,>=7,>=7,>=7,"[1,6)", 7.74 ,TB
2042819,"[6,7)",>=7,"[1,6)",>=7,>=7,"[6,7)", 6.86 ,TB
2042820,"[6,7)",>=7,>=7,>=7,"[1,6)","[6,7)", 6.99 ,TB
2042821,>=7,>=7,>=7,>=7,>=7,"[1,6)", 7.06 ,TB
2042822,>=7,>=7,"[6,7)",>=7,"[6,7)","[1,6)", 7.02 ,TB
2042823,>=7,>=7,>=7,>=7,>=7,"[6,7)", 8.03 ,K
2042824,>=7,>=7,>=7,>=7,"[1,6)",>=7, 7.40 ,TB
2042825,>=7,>=7,>=7,>=7,>=7,"[1,6)", 7.60 ,TB
2042826,>=7,>=7,"[1,6)","[6,7)",>=7,>=7, 7.23 ,TB
2042827,>=7,"[6,7)",>=7,>=7,"[6,7)","[6,7)", 7.05 ,K
2042828,>=7,>=7,"[6,7)",>=7,"[6,7)","[1,6)", 6.98 ,TB
2042829,>=7,>=7,"[6,7)","[1,6)","[1,6)","[1,6)", 6.38 ,TB
2042830,>=7,>=7,"[6,7)",>=7,>=7,"[1,6)", 7.14 ,TB
2042831,>=7,>=7,>=7,"[6,7)",>=7,>=7, 8.29 ,K
2042832,>=7,>=7,>=7,>=7,>=7,"[6,7)", 7.88 ,K
2042833,>=7,>=7,>=7,>=7,"[6,7)","[1,6)", 7.20 ,TB
2042834,>=7,>=7,"[1,6)",>=7,"[6,7)","[1,6)", 6.83 ,TB
2042835,>=7,>=7,>=7,>=7,>=7,>=7, 7.79 ,K
2042836,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 7.37 ,TB
2042837,>=7,>=7,"[6,7)","[1,6)",>=7,>=7, 6.91 ,TB
2042838,"[6,7)",>=7,>=7,"[1,6)",>=7,>=7, 7.57 ,TB
2042839,>=7,>=7,>=7,>=7,"[6,7)","[6,7)", 7.77 ,K
2042840,"[1,6)","[6,7)","[1,6)","[6,7)","[1,6)","[1,6)", 4.96 ,0
2042841,"[6,7)",>=7,>=7,>=7,"[1,6)","[1,6)", 7.10 ,TB
2042842,>=7,>=7,"[6,7)","[6,7)","[6,7)","[1,6)", 6.95 ,TB
2042843,>=7,"[1,6)","[1,6)","[1,6)","[1,6)","[1,6)", 4.98 ,0
2042844,>=7,>=7,"[6,7)","[1,6)",>=7,"[6,7)", 6.78 ,TB
2042845,>=7,>=7,"[6,7)",>=7,"[1,6)","[6,7)", 7.23 ,TB
2042846,>=7,>=7,>=7,>=7,>=7,"[6,7)", 8.09 ,K
2042847,>=7,>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.70 ,TB
2042848,>=7,>=7,"[6,7)",>=7,"[6,7)","[1,6)", 6.96 ,TB
2042849,"[6,7)",>=7,"[1,6)",>=7,"[6,7)","[1,6)", 6.12 ,TB
2042850,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 6.77 ,TB
2042851,>=7,>=7,>=7,>=7,"[6,7)","[1,6)", 7.23 ,TB
2042852,>=7,>=7,"[6,7)",>=7,>=7,"[6,7)", 7.90 ,K
2042853,"[6,7)",>=7,"[6,7)",>=7,"[1,6)","[1,6)", 6.73 ,TB
2042854,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.41 ,TB
2042855,>=7,>=7,>=7,>=7,>=7,>=7, 7.75 ,K
2042856,>=7,>=7,>=7,"[6,7)",>=7,>=7, 8.21 ,K
2042857,"[6,7)",>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 6.13 ,TB
2042858,>=7,>=7,>=7,"[6,7)",>=7,>=7, 7.88 ,K
2042859,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 7.30 ,TB
2042860,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.73 ,TB
2042861,>=7,>=7,>=7,>=7,"[6,7)","[6,7)", 7.51 ,K
2042862,"[6,7)",>=7,>=7,>=7,>=7,"[1,6)", 7.23 ,TB
2042863,>=7,>=7,>=7,"[6,7)",>=7,>=7, 8.17 ,K
2042864,>=7,>=7,"[1,6)",>=7,"[6,7)","[1,6)", 6.48 ,TB
2042865,>=7,>=7,>=7,"[1,6)","[6,7)","[1,6)", 6.75 ,TB
2042866,>=7,>=7,>=7,>=7,"[6,7)","[1,6)", 7.50 ,TB
2042867,"[6,7)",>=7,>=7,>=7,"[6,7)","[6,7)", 7.22 ,K
2042868,"[6,7)",>=7,"[6,7)",>=7,"[1,6)","[6,7)", 6.89 ,TB
2042869,>=7,>=7,"[6,7)",>=7,>=7,>=7, 7.97 ,K
2042870,>=7,>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 6.53 ,TB
2042871,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 7.04 ,TB
2042872,>=7,>=7,>=7,>=7,>=7,"[6,7)", 7.41 ,K
2042873,>=7,>=7,>=7,"[6,7)",>=7,>=7, 8.29 ,K
2042874,>=7,>=7,"[1,6)",>=7,>=7,"[6,7)", 7.39 ,TB
2042875,>=7,>=7,"[6,7)",>=7,>=7,>=7, 7.90 ,K
2042876,"[6,7)",>=7,>=7,>=7,"[6,7)","[1,6)", 7.17 ,TB
2042877,>=7,>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 6.02 ,TB
2042878,>=7,>=7,>=7,>=7,>=7,>=7, 8.70 ,G
2042879,"[6,7)",>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.16 ,TB
2042880,>=7,>=7,>=7,>=7,"[6,7)","[6,7)", 7.90 ,K
2042881,>=7,>=7,>=7,>=7,>=7,"[1,6)", 7.70 ,TB
2042882,"[6,7)",>=7,"[1,6)",>=7,>=7,"[6,7)", 6.97 ,TB
2042883,>=7,>=7,"[6,7)",>=7,>=7,"[6,7)", 7.58 ,K
2042884,>=7,>=7,"[6,7)","[6,7)","[1,6)","[1,6)", 6.23 ,TB
2042885,>=7,>=7,"[6,7)",>=7,"[6,7)","[6,7)", 7.03 ,K
2042886,>=7,>=7,"[6,7)","[6,7)","[6,7)","[1,6)", 6.46 ,TB
2042887,>=7,>=7,"[6,7)",>=7,>=7,>=7, 7.43 ,K
2042888,>=7,>=7,>=7,>=7,>=7,"[1,6)", 7.43 ,TB
2042889,>=7,>=7,>=7,>=7,>=7,"[6,7)", 8.08 ,K
2042890,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)","[1,6)", 5.80 ,TB
2042891,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.23 ,TB
2042892,"[6,7)",>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.23 ,TB
2042893,"[1,6)",>=7,"[1,6)",>=7,"[1,6)","[1,6)", 6.33 ,TB
2042894,"[6,7)",>=7,"[1,6)","[6,7)",>=7,"[6,7)", 6.47 ,TB
2042895,>=7,>=7,>=7,>=7,>=7,>=7, 8.42 ,G
2042896,>=7,>=7,"[6,7)",>=7,>=7,"[1,6)", 6.72 ,TB
2042897,"[6,7)",>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 6.06 ,TB
2042898,"[1,6)",>=7,"[1,6)","[1,6)","[6,7)","[1,6)", 5.84 ,TB
2042899,"[6,7)",>=7,"[6,7)",>=7,>=7,"[6,7)", 7.92 ,TB
2042900,"[6,7)",>=7,"[6,7)",>=7,>=7,"[1,6)", 7.58 ,TB
2042901,"[6,7)",>=7,"[1,6)",>=7,>=7,>=7, 7.49 ,TB
2042902,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 7.03 ,TB
2042903,>=7,>=7,"[6,7)","[6,7)",>=7,>=7, 7.87 ,K
2042904,"[6,7)",>=7,"[6,7)","[6,7)","[1,6)",>=7, 6.76 ,TB
2042905,"[6,7)",>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.06 ,TB
2042906,"[6,7)",>=7,"[6,7)","[6,7)",>=7,>=7, 7.73 ,K
2042907,"[6,7)",>=7,"[1,6)","[6,7)","[1,6)","[1,6)", 5.83 ,TB
2042908,"[1,6)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.93 ,TB
2042909,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 7.23 ,TB
2042910,>=7,>=7,>=7,>=7,>=7,"[1,6)", 7.07 ,TB
2042911,"[1,6)",>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 5.83 ,TB
2042912,>=7,>=7,>=7,>=7,"[1,6)","[1,6)", 6.56 ,TB
2042913,>=7,>=7,>=7,"[6,7)","[6,7)","[6,7)", 7.08 ,K
2042914,>=7,>=7,>=7,"[6,7)","[1,6)","[1,6)", 6.61 ,TB
2042915,"[6,7)",>=7,>=7,>=7,"[1,6)","[1,6)", 6.67 ,TB
2042916,>=7,>=7,>=7,>=7,>=7,"[6,7)", 8.27 ,K
2042917,>=7,>=7,"[1,6)",>=7,>=7,"[6,7)", 7.52 ,TB
2042918,"[6,7)",>=7,>=7,>=7,>=7,>=7, 7.97 ,K
2042919,>=7,>=7,"[1,6)","[6,7)","[1,6)","[6,7)", 6.39 ,TB
2042920,>=7,>=7,>=7,>=7,>=7,>=7, 8.23 ,G
2042921,"[6,7)",>=7,"[6,7)","[6,7)","[1,6)","[1,6)", 6.28 ,TB
2042922,"[6,7)",>=7,>=7,>=7,>=7,"[6,7)", 7.73 ,K
2042923,"[6,7)",>=7,"[1,6)",>=7,"[1,6)","[1,6)", 5.36 ,TB
2042924,>=7,>=7,>=7,>=7,>=7,"[1,6)", 7.63 ,TB
2042925,>=7,>=7,>=7,>=7,>=7,"[1,6)", 7.84 ,TB
2042926,"[1,6)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 4.51 ,0
2042927,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.92 ,TB
2042928,>=7,>=7,"[1,6)",>=7,>=7,"[6,7)", 7.43 ,TB
2042929,>=7,>=7,"[1,6)",>=7,>=7,"[6,7)", 7.53 ,TB
2042930,>=7,>=7,"[6,7)",>=7,>=7,>=7, 7.85 ,K
2042931,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 4.96 ,0
2042932,>=7,>=7,>=7,>=7,"[1,6)","[1,6)", 6.67 ,TB
2042933,"[1,6)",>=7,"[1,6)","[1,6)","[6,7)","[1,6)", 5.64 ,TB
2042934,>=7,>=7,>=7,>=7,>=7,"[6,7)", 7.86 ,K
2042935,>=7,>=7,"[6,7)",>=7,>=7,>=7, 8.40 ,K
2042936,>=7,>=7,>=7,>=7,>=7,"[6,7)", 7.92 ,K
2042937,"[6,7)",>=7,"[1,6)",>=7,>=7,"[6,7)", 7.22 ,TB
2042938,>=7,>=7,"[1,6)","[6,7)","[6,7)","[6,7)", 6.55 ,TB
2042939,>=7,>=7,>=7,>=7,"[6,7)","[1,6)", 7.37 ,TB
2042940,>=7,>=7,>=7,>=7,>=7,"[6,7)", 8.24 ,K
2042941,>=7,>=7,>=7,>=7,>=7,"[6,7)", 7.88 ,K
2042942,>=7,>=7,>=7,"[6,7)","[1,6)","[1,6)", 6.50 ,TB
2042943,>=7,>=7,"[1,6)",>=7,>=7,"[6,7)", 7.43 ,TB
2042944,>=7,>=7,>=7,>=7,"[6,7)","[1,6)", 7.13 ,TB
2042945,"[6,7)",>=7,>=7,>=7,>=7,"[1,6)", 7.18 ,TB
2042946,"[6,7)",>=7,"[1,6)","[1,6)",>=7,>=7, 6.62 ,TB
2042947,>=7,>=7,"[6,7)",>=7,>=7,>=7, 7.66 ,K
2042948,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)","[1,6)", 6.00 ,TB
2042949,>=7,>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 6.38 ,TB
2042950,>=7,>=7,>=7,>=7,>=7,"[1,6)", 7.30 ,TB
2042951,>=7,>=7,"[6,7)",>=7,>=7,"[6,7)", 7.48 ,K
2042952,"[6,7)",>=7,>=7,>=7,"[6,7)",>=7, 7.19 ,K
2042953,"[6,7)",>=7,>=7,>=7,>=7,"[1,6)", 7.32 ,TB
2042954,"[6,7)",>=7,"[1,6)","[6,7)",>=7,>=7, 7.06 ,TB
2042955,>=7,>=7,>=7,>=7,"[1,6)","[6,7)", 7.39 ,TB
2042956,>=7,>=7,>=7,>=7,>=7,>=7, 8.19 ,G
2042957,"[6,7)",>=7,>=7,>=7,>=7,"[6,7)", 7.56 ,K
2042958,"[6,7)",>=7,"[1,6)",>=7,"[6,7)","[6,7)", 6.49 ,TB
2042959,"[6,7)",>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.37 ,TB
2042960,>=7,>=7,>=7,"[1,6)",>=7,>=7, 6.88 ,TB
2042961,"[6,7)",>=7,>=7,"[6,7)","[1,6)","[1,6)", 6.46 ,TB
2042962,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)","[6,7)", 5.98 ,TB
2042963,"[6,7)",>=7,>=7,>=7,>=7,>=7, 7.93 ,TB
2042964,"[6,7)",>=7,>=7,>=7,"[6,7)","[1,6)", 6.73 ,TB
2042965,"[6,7)",>=7,>=7,>=7,"[6,7)","[1,6)", 6.87 ,TB
2042966,"[6,7)",>=7,"[1,6)",>=7,>=7,"[6,7)", 7.03 ,TB
2042967,"[6,7)",>=7,"[6,7)","[6,7)","[1,6)","[1,6)", 6.22 ,TB
2042968,"[6,7)",>=7,"[1,6)","[6,7)",>=7,>=7, 6.70 ,TB
2042969,>=7,>=7,"[1,6)","[1,6)",>=7,"[6,7)", 5.94 ,TB
2042970,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.53 ,TB
2042971,"[6,7)",>=7,"[6,7)",>=7,"[6,7)","[1,6)", 6.68 ,TB
2042972,>=7,"[6,7)","[1,6)","[6,7)","[1,6)","[1,6)", 5.88 ,TB
2042973,"[6,7)",>=7,"[6,7)",>=7,>=7,"[1,6)", 6.86 ,TB
2042974,"[6,7)",>=7,>=7,>=7,"[6,7)","[1,6)", 6.88 ,TB
2042975,"[6,7)",>=7,"[6,7)","[1,6)",>=7,>=7, 7.09 ,TB
2042976,>=7,>=7,"[6,7)","[6,7)","[1,6)","[1,6)", 6.45 ,TB
2042977,"[1,6)",>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 5.82 ,TB
2042978,>=7,>=7,"[6,7)",>=7,>=7,"[6,7)", 7.46 ,K
2042979,>=7,>=7,>=7,>=7,>=7,>=7, 8.43 ,G
2042980,>=7,>=7,"[6,7)",>=7,>=7,"[1,6)", 7.42 ,TB
2042981,>=7,>=7,>=7,>=7,>=7,"[6,7)", 7.66 ,K
2042982,>=7,>=7,>=7,>=7,>=7,>=7, 8.43 ,G
2042983,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)","[6,7)", 6.16 ,TB
2042984,"[6,7)",>=7,>=7,>=7,"[1,6)","[1,6)", 6.52 ,TB
2042985,"[1,6)",>=7,"[1,6)","[6,7)",>=7,"[1,6)", 5.81 ,TB
2042986,"[6,7)",>=7,"[1,6)","[1,6)",>=7,>=7, 7.35 ,TB
2042987,"[6,7)",>=7,"[1,6)",>=7,"[6,7)","[6,7)", 6.44 ,TB
2042988,>=7,>=7,"[6,7)",>=7,>=7,"[6,7)", 7.65 ,K
2042989,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.78 ,TB
2042990,>=7,>=7,"[1,6)","[6,7)",>=7,"[1,6)", 7.11 ,TB
2042991,>=7,>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 6.03 ,TB
2042992,>=7,>=7,"[6,7)",>=7,"[6,7)","[6,7)", 7.34 ,K
2042993,>=7,>=7,"[6,7)",>=7,>=7,"[1,6)", 7.48 ,TB
2042994,"[6,7)",>=7,>=7,>=7,"[1,6)","[1,6)", 6.59 ,TB
2042995,>=7,>=7,"[1,6)",>=7,>=7,"[6,7)", 6.79 ,TB
2042996,>=7,>=7,>=7,>=7,>=7,"[1,6)", 7.43 ,TB
2042997,>=7,>=7,>=7,"[6,7)",>=7,>=7, 8.18 ,K
2042998,>=7,>=7,"[6,7)",>=7,"[6,7)","[6,7)", 6.89 ,K
2042999,>=7,>=7,"[6,7)","[6,7)",>=7,"[1,6)", 6.74 ,TB
2043000,"[6,7)",>=7,"[6,7)",>=7,"[1,6)","[1,6)", 6.75 ,TB
2043001,>=7,>=7,>=7,>=7,>=7,"[6,7)", 8.20 ,K
2043002,"[6,7)",>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.88 ,TB
2043003,>=7,>=7,"[1,6)","[6,7)","[1,6)","[1,6)", 6.03 ,TB
2043004,>=7,>=7,>=7,>=7,>=7,"[6,7)", 7.93 ,K
2043005,"[1,6)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 4.78 ,0
2043006,>=7,>=7,>=7,"[1,6)",>=7,>=7, 7.59 ,TB
2043007,"[1,6)",>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 4.53 ,0
2043008,"[6,7)",>=7,>=7,>=7,>=7,"[6,7)", 8.09 ,K
2043009,"[1,6)",>=7,"[1,6)","[6,7)","[6,7)","[6,7)", 6.08 ,TB
2043010,"[1,6)",>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 5.40 ,TB
2043011,"[6,7)",>=7,>=7,>=7,>=7,"[1,6)", 7.48 ,TB
2043012,>=7,>=7,"[6,7)",>=7,>=7,"[1,6)", 7.18 ,TB
2043013,"[1,6)",>=7,"[1,6)",>=7,>=7,"[6,7)", 6.14 ,TB
2043014,>=7,>=7,>=7,>=7,"[6,7)","[6,7)", 7.28 ,K
2043015,"[6,7)",>=7,"[6,7)",>=7,>=7,"[1,6)", 7.28 ,TB
2043016,"[6,7)",>=7,"[6,7)","[1,6)",>=7,"[1,6)", 5.73 ,TB
2043017,"[6,7)",>=7,"[1,6)","[1,6)",>=7,"[6,7)", 6.53 ,TB
2043018,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 7.40 ,TB
2043019,"[6,7)",>=7,>=7,>=7,>=7,>=7, 7.63 ,K
2043020,"[1,6)",>=7,"[1,6)",>=7,>=7,"[6,7)", 6.67 ,TB
2043021,"[1,6)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.75 ,TB
2043022,"[6,7)",>=7,"[6,7)","[1,6)","[1,6)","[1,6)", 6.06 ,TB
2043023,"[1,6)",>=7,"[1,6)","[1,6)","[6,7)","[6,7)", 5.87 ,TB
2043024,"[6,7)",>=7,"[1,6)",>=7,>=7,>=7, 8.07 ,TB
2043025,>=7,>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.95 ,TB
2043026,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 5.23 ,TB
2043027,"[1,6)","[6,7)","[1,6)","[1,6)","[1,6)","[1,6)", 5.01 ,TB
2043028,>=7,>=7,>=7,>=7,"[6,7)","[1,6)", 7.27 ,TB
2043029,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 7.02 ,TB
2043030,>=7,>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.38 ,TB
2043031,>=7,>=7,>=7,>=7,>=7,"[6,7)", 8.19 ,K
2043032,>=7,>=7,>=7,>=7,"[6,7)","[1,6)", 7.31 ,TB
2043033,"[6,7)",>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.72 ,TB
2043034,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 6.74 ,TB
2043035,>=7,>=7,"[6,7)","[6,7)",>=7,"[6,7)", 6.98 ,K
2043036,>=7,>=7,>=7,>=7,"[1,6)","[1,6)", 7.35 ,TB
2043037,>=7,>=7,>=7,>=7,>=7,"[6,7)", 7.67 ,K
2043038,>=7,>=7,>=7,>=7,"[6,7)","[1,6)", 7.11 ,TB
2043039,"[6,7)",>=7,>=7,"[6,7)",>=7,>=7, 7.29 ,TB
2043040,>=7,>=7,>=7,>=7,>=7,>=7, 8.63 ,G
2043041,>=7,>=7,"[6,7)",>=7,>=7,"[6,7)", 7.52 ,K
2043042,"[6,7)",>=7,"[6,7)",>=7,>=7,"[1,6)", 6.90 ,TB
2043043,"[6,7)",>=7,>=7,>=7,"[1,6)",>=7, 7.54 ,TB
2043044,"[6,7)","[1,6)","[1,6)","[1,6)","[1,6)","[1,6)", 4.98 ,0
2043045,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.39 ,TB
2043046,"[1,6)","[6,7)","[1,6)","[6,7)","[1,6)","[6,7)", 5.54 ,TB
2043047,"[6,7)",>=7,>=7,>=7,>=7,>=7, 8.32 ,TB
2043048,>=7,>=7,>=7,>=7,"[6,7)","[6,7)", 7.63 ,K
2043049,>=7,>=7,>=7,>=7,"[6,7)",>=7, 8.00 ,K
2043050,"[6,7)","[6,7)","[1,6)","[6,7)","[1,6)","[1,6)", 5.75 ,TB
2043051,>=7,>=7,"[1,6)","[1,6)","[6,7)","[1,6)", 6.15 ,TB
2043052,>=7,>=7,>=7,>=7,>=7,"[6,7)", 8.03 ,K
2043053,"[1,6)",>=7,"[1,6)",>=7,"[6,7)","[1,6)", 6.47 ,TB
2043054,"[6,7)",>=7,"[6,7)","[1,6)","[1,6)","[1,6)", 6.21 ,TB
2043055,"[6,7)",>=7,>=7,>=7,"[1,6)","[1,6)", 6.54 ,TB
2043056,"[6,7)",>=7,>=7,"[6,7)","[6,7)","[1,6)", 6.58 ,TB
2043057,>=7,"[6,7)",>=7,"[1,6)","[1,6)","[1,6)", 6.00 ,TB
2043058,"[1,6)",>=7,>=7,>=7,"[1,6)","[1,6)", 7.07 ,TB
2043059,"[6,7)",>=7,"[1,6)","[6,7)",>=7,"[1,6)", 6.27 ,TB
2043060,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.27 ,TB
2043061,"[1,6)",>=7,"[1,6)",>=7,>=7,"[6,7)", 6.37 ,TB
2043062,>=7,>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 6.38 ,TB
2043063,"[6,7)",>=7,>=7,>=7,>=7,"[1,6)", 7.46 ,TB
2043064,"[1,6)",>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 5.62 ,TB
2043065,"[1,6)",>=7,>=7,"[1,6)",>=7,"[1,6)", 6.22 ,TB
2043066,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 6.73 ,TB
2043067,>=7,>=7,"[1,6)","[1,6)",>=7,"[1,6)", 6.31 ,TB
2043068,>=7,>=7,"[6,7)","[6,7)",>=7,>=7, 7.69 ,K
2043069,"[1,6)",>=7,"[6,7)",>=7,"[1,6)","[1,6)", 6.04 ,TB
2043070,>=7,>=7,"[6,7)",>=7,"[1,6)","[1,6)", 6.64 ,TB
2043071,"[6,7)",>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.53 ,TB
2043072,>=7,>=7,>=7,>=7,>=7,"[6,7)", 8.01 ,K
2043073,>=7,>=7,>=7,>=7,>=7,>=7, 8.31 ,G
2043074,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.95 ,TB
2043075,>=7,>=7,>=7,"[1,6)","[6,7)","[1,6)", 6.59 ,TB
2043076,>=7,>=7,"[1,6)","[1,6)",>=7,"[1,6)", 6.52 ,TB
2043077,"[6,7)",>=7,>=7,>=7,>=7,>=7, 7.96 ,K
2043078,>=7,>=7,>=7,>=7,>=7,>=7, 8.93 ,G
2043079,>=7,>=7,>=7,>=7,>=7,>=7, 8.51 ,G
2043080,"[6,7)",>=7,>=7,>=7,>=7,>=7, 7.60 ,K
2043081,>=7,>=7,"[6,7)",>=7,>=7,"[1,6)", 7.26 ,TB
2043082,"[6,7)",>=7,>=7,>=7,"[1,6)","[1,6)", 6.93 ,TB
2043083,>=7,>=7,>=7,>=7,"[6,7)","[1,6)", 7.33 ,TB
2043084,>=7,>=7,"[1,6)",>=7,"[1,6)","[1,6)", 6.14 ,TB
2043085,>=7,>=7,>=7,>=7,"[6,7)","[6,7)", 7.57 ,K
2043086,>=7,>=7,"[1,6)",>=7,>=7,"[6,7)", 7.40 ,TB
2043087,>=7,>=7,>=7,>=7,"[6,7)","[6,7)", 7.74 ,K
2043088,>=7,>=7,>=7,>=7,"[6,7)","[6,7)", 7.61 ,K
2043089,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 7.05 ,TB
2043090,>=7,>=7,>=7,>=7,>=7,"[6,7)", 7.72 ,K
2043091,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.59 ,TB
2043092,>=7,>=7,"[6,7)",>=7,>=7,"[6,7)", 8.03 ,K
2043093,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 7.13 ,TB
2043094,>=7,>=7,"[6,7)","[6,7)","[1,6)","[1,6)", 6.52 ,TB
2043095,"[6,7)",>=7,>=7,>=7,>=7,"[1,6)", 7.40 ,TB
2043096,"[6,7)",>=7,"[1,6)",>=7,>=7,"[6,7)", 7.55 ,TB
2043097,>=7,>=7,"[1,6)",>=7,>=7,"[1,6)", 7.03 ,TB
2043098,>=7,>=7,>=7,>=7,>=7,"[6,7)", 7.88 ,K
2043099,"[6,7)",>=7,>=7,"[1,6)",>=7,>=7, 6.59 ,TB
2043100,>=7,>=7,>=7,>=7,>=7,>=7, 8.54 ,G
2043101,>=7,>=7,>=7,>=7,>=7,>=7, 7.83 ,K
2043102,"[6,7)",>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 6.03 ,TB
2043103,"[6,7)","[1,6)","[1,6)","[6,7)","[6,7)","[6,7)", 5.62 ,TB
2043104,"[1,6)",>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 5.18 ,TB
2043105,>=7,>=7,>=7,>=7,>=7,"[1,6)", 7.94 ,TB
2043106,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.64 ,TB
2043107,>=7,>=7,"[1,6)","[1,6)","[1,6)","[1,6)", 6.00 ,TB
2043108,"[6,7)",>=7,"[1,6)",>=7,>=7,"[1,6)", 6.45 ,TB
2043109,"[6,7)",>=7,>=7,>=7,"[6,7)","[1,6)", 7.10 ,TB
2043110,>=7,>=7,"[6,7)",>=7,>=7,"[6,7)", 7.56 ,K
2043111,>=7,>=7,"[6,7)","[6,7)",>=7,>=7, 7.20 ,K
2043112,>=7,>=7,"[6,7)",>=7,>=7,"[1,6)", 7.20 ,TB
2043113,>=7,>=7,"[1,6)",>=7,"[1,6)","[1,6)", 5.65 ,TB
2043114,>=7,"[6,7)","[1,6)","[6,7)",>=7,"[6,7)", 6.50 ,TB
2043115,>=7,>=7,"[1,6)","[6,7)","[6,7)","[1,6)", 6.38 ,TB
2043116,>=7,>=7,>=7,>=7,>=7,"[1,6)", 7.19 ,TB
